nameseq,k1,k2,k3,k4,k5,label
URS00000004F1/uncultured,1.982868316439008,3.9622446050422035,5.921929623676056,7.799462231904955,9.32776662053611,rRNA
URS00000004F2/uncultured,1.9875024279117364,3.865499534924807,5.453929229348486,6.3722167527158415,6.588723402655985,rRNA
URS00000004F3/uncultured,1.8762018802748457,3.730579850254258,5.495358432482329,6.875487933529098,7.629449078485162,rRNA
URS00000004F5/uncultured,1.9601206494445853,3.9104827696678877,5.795656158806749,7.338675220470066,8.15052217178191,rRNA
URS00000004F7/Prochlorococcus,1.9902325315624956,3.931075345193735,5.585714000965399,6.54133139600523,6.771640636343306,rRNA
URS00000004FC/uncultured,1.9790957779115597,3.94608356793513,5.873697900981516,7.561588931277681,8.658650291771684,rRNA
URS00000004FD/uncultured,1.9836825348352765,3.9196635229641372,5.7208015421527145,7.0046723677573395,7.754510200369424,rRNA
URS00000004FE/uncultured,1.9848086837221643,3.966260520561924,5.927563203516998,7.79133206543572,9.297763980646144,rRNA
URS00000004FF/uncultured,1.974425812876695,3.934267149372489,5.827309264751779,7.364383025964376,8.15798888534286,rRNA
URS0000000502/uncultured,1.9781073773075433,3.9468602838878017,5.882913475997862,7.6753490206975306,8.962649941932199,rRNA
URS0000000503/uncultured,1.9737233784313544,3.9373694666146712,5.846628509323845,7.517944126026968,8.420589724523829,rRNA
URS0000000504/uncultured,1.9723357898952476,3.9118471564703166,5.799452805725711,7.424758081254069,8.410770006774996,rRNA
URS0000000505/uncultured,1.9708836814595565,3.9215673027243962,5.762753426209214,7.213081644205979,7.87352457931849,rRNA
URS0000000506/uncultured,1.9822013672482233,3.9593030679085617,5.888492215083054,7.542516332902731,8.441556921193675,rRNA
URS0000000509/uncultured,1.9666067607808788,3.9091319044585324,5.744903971421747,6.9827093118709485,7.610100062337303,rRNA
URS000000050A/uncultured,1.9472158718462196,3.8681328534564576,5.739229668787599,7.350647776952584,8.320620897664789,rRNA
URS000000050B/uncultured,1.982254077033193,3.9516161751870267,5.881387541575339,7.612382325943833,8.799386317718461,rRNA
URS000000050C/uncultured,1.9888815971021354,3.975409488937056,5.9393025215480835,7.810921426684053,9.307417360113067,rRNA
URS000000050E/uncultured,1.9724776089984681,3.9388847308382706,5.85008126314703,7.498451171148478,8.389609439396237,rRNA
URS0000000512/uncultured,1.989199964233382,3.9625331722266695,5.87365998178855,7.509874964122474,8.439293999343484,rRNA
URS0000000513/uncultured,1.977768557010697,3.944008873004036,5.855556782862851,7.524742451321137,8.478299737745768,rRNA
URS0000000514/uncultured,1.982760354038543,3.9542307507742995,5.905289845964953,7.780862696301065,9.302888530008435,rRNA
URS0000000516/uncultured,1.9758156089561725,3.9394947241664426,5.855521414428565,7.518519995779196,8.534046044862718,rRNA
URS000000051B/uncultured,1.9364441364008775,3.8563364620787794,5.700406001347447,7.272093809620111,8.228795455878545,rRNA
URS000000051D/uncultured,1.9797210527965527,3.9493048360917937,5.880042600274752,7.575001205550687,8.489342275568935,rRNA
URS000000051E/uncultured,1.9864930438881996,3.9685098885225654,5.933319224170058,7.812791352858984,9.32788259160438,rRNA
URS000000051F/uncultured,1.976337205675323,3.936233852502104,5.860086830176706,7.6295313621412655,8.817798011260773,rRNA
URS0000000524/uncultured,1.9747518726186546,3.9203671220118887,5.78873206744,7.16947917482484,7.782381371128416,rRNA
URS000000052A/uncultured,1.974323535437832,3.9297979333328183,5.786139729086697,7.1910245812898905,7.911521635786395,rRNA
URS000000052B/uncultured,1.986677980785404,3.97095754102956,5.94063909368993,7.812573080794829,9.338023829749645,rRNA
URS0000000530/uncultured,1.9846868996292577,3.9638312935051294,5.90966592082201,7.694436714727849,8.902416276650193,rRNA
URS0000000532/uncultured,1.9658294389114723,3.912375496331787,5.831109162149447,7.555645678656421,8.754452430467603,rRNA
URS000000053A/uncultured,1.96722676810469,3.9266908107688208,5.833075719640553,7.397362398440798,8.316436562316227,rRNA
URS000000053E/uncultured,1.9598842931667022,3.905676475234504,5.789266729196302,7.33476752620435,8.149335252015298,rRNA
URS0000000543/uncultured,1.9729330953073043,3.942530516948569,5.890321206640328,7.675849566176735,8.936630916923267,rRNA
URS0000000545/uncultured,1.9826993987064077,3.957046022148826,5.89560262994978,7.634632581446778,8.727611076629463,rRNA
URS0000000548/uncultured,1.9203618942008944,3.82224146683092,5.6333477570362644,7.088351181226853,7.758494947725346,rRNA
URS000000054C/uncultured,1.9857843615131177,3.9567628992231048,5.868675055780148,7.548551411218768,8.625065732709151,rRNA
URS000000054E/uncultured,1.916473489593328,3.811389776970506,5.648490110726128,7.237750931295724,8.274238170676167,rRNA
URS000000054F/uncultured,1.9875898545104107,3.9629865675457556,5.882597068699485,7.511688526787989,8.425971703977028,rRNA
URS0000000551/uncultured,1.971526704076621,3.936834478704997,5.8845717816084635,7.748577820681155,9.210725126579218,rRNA
URS0000000552/uncultured,1.9909192246110807,3.9676392785547088,5.755683901676416,6.928476136264694,7.463971136222364,rRNA
URS0000000553/uncultured,1.9814908068107386,3.959128956328162,5.913906478683529,7.797913463364562,9.319606079653624,rRNA
URS0000000556/uncultured,1.9708982400614996,3.9310894430762966,5.826011504937251,7.305460841926349,8.05652618988111,rRNA
URS000000055C/uncultured,1.9803458099918578,3.955606099564471,5.869216668186667,7.560924642011793,8.592940865086257,rRNA
URS0000000561/uncultured,1.978261182565711,3.942560882658206,5.802913199683202,7.214629278268337,7.766678203159181,rRNA
URS0000000563/uncultured,1.9353540204594397,3.859793424798305,5.708815500878564,7.103739074188944,7.801762470925437,rRNA
URS0000000564/uncultured,1.9735211154261483,3.9404535784756525,5.885434202774585,7.742845159794484,9.277576331105234,rRNA
URS0000000570/uncultured,1.9901207791089617,3.9529594342058045,5.794009844459791,7.101566312261108,7.655239822095154,rRNA
URS0000000576/uncultured,1.977311985539955,3.95056920735838,5.891129505242116,7.6062729892371586,8.501455141311926,rRNA
URS0000000578/uncultured,1.9194729358792841,3.819298476385678,5.326479404324535,6.144705599611886,6.422487187278316,rRNA
URS000000057B/uncultured,1.9517134186975436,3.8942596403450844,5.771772481289488,7.375406849312813,8.335118858930834,rRNA
URS000000057C/uncultured,1.9882145613440472,3.9563300664818932,5.867288327880795,7.446864643883555,8.251892153333777,rRNA
URS000000057E/Mycobacterium,1.968554849068386,3.9303470696097125,5.869391954530825,7.711863144381204,9.208881774537943,rRNA
URS000000057F/uncultured,1.9459720264415958,3.8826476433012638,5.720772972268733,7.272590799629182,8.168990797510306,rRNA
URS0000000580/uncultured,1.9895699261663629,3.975222457518233,5.927646496413028,7.751380372323591,9.008882276369667,rRNA
URS0000000581/uncultured,1.9658340266013834,3.9262507955644486,5.869312148826192,7.740610724282222,9.28531624898195,rRNA
URS0000000586/uncultured,1.9697427007724224,3.922799753789649,5.8438363549191585,7.608108400822889,8.884186173341407,rRNA
URS000000058A/uncultured,1.9813951018335092,3.942477965437178,5.854792685751935,7.475345975744155,8.434395090969762,rRNA
URS000000058D/uncultured,1.9529749539197818,3.90048279031931,5.8129802362689675,7.556080072503082,8.804179622005375,rRNA
URS000000058F/uncultured,1.9706617102852801,3.9281088551926344,5.839406608109028,7.501315897940445,8.457027375196834,rRNA
URS000000059A/uncultured,1.9712255799023868,3.9205869836737057,5.791290569174321,7.434821689265366,8.402367756757942,rRNA
URS000000059D/uncultured,1.9871833830521872,3.9650831739582166,5.899334701959711,7.608971212291324,8.63413530121106,rRNA
URS000000059E/uncultured,1.9768350388955622,3.9429860586556904,5.847426768636103,7.449227278841484,8.328953690738404,rRNA
URS00000005A0/uncultured,1.9923263394356554,3.9465272073424957,5.794380541880028,7.160141127814953,7.745706084627485,rRNA
URS00000005A3/uncultured,1.9621782815329611,3.911489895240614,5.792716752010117,7.405182607419746,8.351622093307935,rRNA
URS00000005A4/uncultured,1.9881695231186254,3.9601896366212093,5.88811442239701,7.5407792782140755,8.516946655210056,rRNA
URS00000005A7/uncultured,1.9529773750719939,3.8962604520479207,5.798799840783216,7.5271670555608186,8.718650134558331,rRNA
URS00000005A8/uncultured,1.9830297476298044,3.958113158334912,5.871620759745693,7.482919013355782,8.445965974795971,rRNA
URS00000005AC/aquatic,1.985167160669912,3.963809310348388,5.913408829532034,7.7256615915764515,8.994746154247803,rRNA
URS00000005AD/uncultured,1.9577349616393867,3.90339581791085,5.7791165609797375,7.422837760080734,8.434707466181822,rRNA
URS00000005BB/uncultured,1.9756382684994007,3.9459567752951457,5.861468989386715,7.587742030674152,8.75477762889593,rRNA
URS00000005BE/Candidatus,1.9840546783932567,3.9569118237913847,5.917798093863898,7.8363530193849975,9.572883498324035,rRNA
URS00000005BF/uncultured,1.9836288550493584,3.959488952163673,5.915525736764579,7.782475244874162,9.292145377455133,rRNA
URS00000005C2/Acidovorax,1.9732589359567205,3.9316368540872877,5.825914105158039,7.483631341307442,8.435639933743715,rRNA
URS00000005C5/uncultured,1.9682411918327196,3.9311768313473427,5.5939105269563765,6.272977225063267,6.480083695187462,rRNA
URS00000005CD/uncultured,1.9749215490363978,3.9365984915036853,5.86257951446314,7.626154813566864,8.784195930563495,rRNA
URS00000005CE/uncultured,1.9841834373787828,3.9462757706067992,5.85797352144253,7.494573991466173,8.459187795696389,rRNA
URS00000005D0/uncultured,1.9678054920031314,3.919777835038967,5.803465540108095,7.405255506820173,8.240307800730019,rRNA
URS00000005D4/uncultured,1.98704507689756,3.9647734886816277,5.923350081250185,7.8196233463173215,9.289879972157134,rRNA
URS00000005DC/uncultured,1.9832746400833163,3.9397886034311385,5.5727692358011405,6.592668145932028,7.0500124808907785,rRNA
URS00000005E5/uncultured,1.9803906903138073,3.9467938069753847,5.872271478213908,7.513184123719998,8.449164918465204,rRNA
URS00000005E7/Saccharopolyspora,1.956756945074341,3.905559481253341,5.836729793858224,7.687372355128541,9.188538040058635,rRNA
URS00000005E8/uncultured,1.9848914242538456,3.9606218704597316,5.890381540604673,7.564135070204086,8.451660229479376,rRNA
URS00000005EB/uncultured,1.9878392818886323,3.9731177564047946,5.932880313843553,7.810811021832198,9.320779602453735,rRNA
URS00000005F1/uncultured,1.9720331253920163,3.936703171939542,5.858416017711465,7.510861017905261,8.42434918458965,rRNA
URS00000005F2/uncultured,1.9503295626230894,3.872963405262551,5.6776992786022555,6.84802306008559,7.398022308778823,rRNA
URS00000005F5/Sphingopyxis,1.9877814490880832,3.9735521887889673,5.93576551681106,7.8055732922238645,9.256118013666358,rRNA
URS00000005FA/uncultured,1.9855428210631758,3.9681753470952943,5.934320244575553,7.818838765770824,9.370104255182115,rRNA
URS00000005FC/uncultured,1.9568178290754186,3.892994115591027,5.770269116821817,7.336060715737354,8.233033140250978,rRNA
URS00000005FE/uncultured,1.9567460830954735,3.8942414463722796,5.801100185640686,7.522902460444749,8.715329953638086,rRNA
URS00000005FF/uncultured,1.980327926998667,3.9455196839754274,5.8443438932766005,7.453529858747314,8.334013886025934,rRNA
URS0000000605/Burkholderia,1.8554648170482193,3.587689561799939,5.289424937724763,6.947697159559386,8.458620014392986,rRNA
URS000000060B/soil,1.9909584881782918,3.9563083208901815,5.838732265182804,7.463287529851926,8.530730340316131,rRNA
URS000000060D/uncultured,1.9711689009845745,3.9295104673718257,5.80964823281763,7.415658917068333,8.376692565322669,rRNA
URS0000000610/uncultured,1.9719636541418148,3.9207601638836866,5.714664872057392,7.014498923967852,7.554108835778957,rRNA
URS0000000611/uncultured,1.9706060259552907,3.9382133307305547,5.877811274669151,7.7234756153005115,9.24086351534169,rRNA
URS0000000615/uncultured,1.9758072693071491,3.8818277650866144,5.6612982844034185,6.993591886855571,7.556173393010741,rRNA
URS0000000618/uncultured,1.982458425186714,3.9252804422230616,5.633023134008939,6.651861050918355,6.990332174185596,rRNA
URS0000000619/uncultured,1.9277063514883217,3.8351746996723666,5.695568880745126,7.296261653017062,8.072088668969533,rRNA
URS000000061A/uncultured,1.9802756105608483,3.9240838722732856,5.7318707872892904,6.944412864699889,7.496074279430247,rRNA
URS000000061B/uncultured,1.9787880138631726,3.9445775918601798,5.877803098892191,7.619450072490496,8.633808035660223,rRNA
URS000000061E/uncultured,1.9777274580474944,3.941683257222271,5.856799750679974,7.596841872520751,8.748338759574336,rRNA
URS000000061F/uncultured,1.988124207969635,3.9472011897575032,5.853117371292739,7.371489048223908,8.181825107401094,rRNA
URS0000000620/uncultured,1.9422115665667834,3.8722980407780327,5.737683313100142,7.311316744802451,8.277873515608063,rRNA
URS0000000622/uncultured,1.990905273288218,3.970813611806789,5.885902723280521,7.478166486912641,8.343737879763212,rRNA
URS0000000629/uncultured,1.986507241792074,3.966616917605723,5.90883800939485,7.607273527430363,8.548312000505264,rRNA
URS000000062C/uncultured,1.9792299852449053,3.9235298681999398,5.7491933129097035,7.021058144535209,7.606371396887587,rRNA
URS0000000630/uncultured,1.916027666568214,3.765236407696347,5.317401213383954,6.082205599611886,6.372435739887122,rRNA
URS0000000634/uncultured,1.9736415581525368,3.9427371107778275,5.8879410224319,7.751088069693642,9.280310635970165,rRNA
URS0000000636/Novosphingobium,1.982008803672267,3.9615145276711323,5.91732397252561,7.787268458108824,9.291813563644665,rRNA
URS0000000637/uncultured,1.9673853834341974,3.9304226752473044,5.878600849063005,7.746006095419944,9.258487153166433,rRNA
URS0000000638/uncultured,1.9828553498063128,3.9569799138479347,5.89219487582553,7.639628535117531,8.74621574718789,rRNA
URS0000000639/uncultured,1.987488181004467,3.958569676124801,5.867421155473371,7.409945830383553,8.223420770551355,rRNA
URS000000063A/uncultured,1.9827906837860032,3.9510078316496786,5.8698093697642895,7.539726938814562,8.507446586913204,rRNA
URS000000063B/uncultured,1.9841702737302422,3.9628306104753848,5.913503993960985,7.781892607154899,9.288210322638323,rRNA
URS000000063C/uncultured,1.9721477868049053,3.9194663557842446,5.766842954026341,7.203706375840423,7.913810339127742,rRNA
URS0000000641/uncultured,1.9802262419723795,3.9244442706764877,5.607853341955686,6.74265214318381,7.1891067455245015,rRNA
URS0000000647/uncultured,1.9826660735827875,3.9627596895962798,5.922536413183776,7.786470873058719,9.271122362436078,rRNA
URS0000000648/uncultured,1.9816113642906386,3.948426729949644,5.878918909915452,7.543037897678591,8.469627884592821,rRNA
URS0000000652/Paenibacillus,1.9837181858469726,3.958327664834945,5.896827026511147,7.667842621212881,8.85795662435161,rRNA
URS0000000654/uncultured,1.99250737957768,3.968860940978689,5.814994143829938,7.301843547496785,7.948974056093954,rRNA
URS000000065A/uncultured,1.9537669066494199,3.8973328498012196,5.79268803370775,7.457263475138304,8.509279106852583,rRNA
URS000000065B/uncultured,1.9935691197528689,3.982588801496879,5.921419617824976,7.57019553579426,8.514067756911398,rRNA
URS000000065E/uncultured,1.9676359637363598,3.9272357265257365,5.846052299379984,7.4161632855531066,8.221010956961186,rRNA
URS0000000661/uncultured,1.977477286743924,3.9422749484933175,5.835220025530756,7.500553258032818,8.486168118555126,rRNA
URS0000000665/uncultured,1.9327404895897737,3.8405207456122437,5.681835680485362,7.18299166372455,8.059002625355534,rRNA
URS0000000668/uncultured,1.9644963083404838,3.8746600226037717,5.4296183595497265,6.270015934970642,6.5432958340544936,rRNA
URS000000066B/uncultured,1.9853922248956781,3.9539074767681934,5.847653415746025,7.386118668712578,8.170934536117757,rRNA
URS0000000672/uncultured,1.9809963997930127,3.96013906771512,5.924538016152878,7.801035513699749,9.28746115210522,rRNA
URS0000000673/uncultured,1.973376772337833,3.93503325394366,5.861252427225352,7.659573958950743,8.959251007865273,rRNA
URS0000000674/uncultured,1.9582558181348872,3.8931567410487604,5.738911106570987,7.258467750362344,8.13895008169735,rRNA
URS000000067B/uncultured,1.965669773878533,3.921470183616821,5.85276735483218,7.648564846811308,9.014460440199784,rRNA
URS000000067C/uncultured,1.9804166122110365,3.950007823663284,5.88041317908608,7.588382737169847,8.491228579562327,rRNA
URS000000067E/uncultured,1.9761925473851885,3.944553039216077,5.86888873198572,7.587092572886412,8.752394366600436,rRNA
URS0000000682/uncultured,1.9497288437932732,3.8832090175928635,5.760583871682397,7.396917338123923,8.355521492634525,rRNA
URS0000000683/uncultured,1.9823573934938343,3.9607956304708187,5.8970241997648145,7.680598869079863,8.944717902895803,rRNA
URS0000000686/uncultured,1.9646270321695491,3.925324700681853,5.867376322414983,7.718653972632289,9.146795929401883,rRNA
URS0000000687/uncultured,1.979189015662115,3.9465937769674655,5.871903046523422,7.602873256223736,8.679472724445908,rRNA
URS0000000689/Sphingobacteriaceae,1.9822437213074897,3.9557498525624895,5.904092835921156,7.694042346329435,8.89694663204389,rRNA
URS000000068F/uncultured,1.9781643073917068,3.927061467122719,5.815220062693357,7.413182768352155,8.403229308666711,rRNA
URS0000000690/Agrobacterium,1.9883952511615925,3.9668762319531092,5.853020882556784,7.3350712197055765,7.9227974648791095,rRNA
URS0000000691/uncultured,1.967377956840449,3.9246709291175117,5.837900850900122,7.464852757249922,8.37896691366258,rRNA
nameseq,k1,k2,k3,k4,k5,label
URS00002124B4/Sinorhizobium,1.9271091768658666,3.798348562207301,5.433620470907196,6.472503276880028,6.960305552001067,snRNA
URS00002679A5/Sinorhizobium,1.9933406560605822,3.842524236093827,5.4144144612087715,6.4309616306644655,6.934325362605044,snRNA
URS00000D82D4/Sinorhizobium,1.9325462572632963,3.717728478831552,5.332285668734143,6.313479833609884,6.665236514455184,snRNA
URS000030FF30/Bacillus,1.9525311352947161,3.7164726470584464,4.943721113150085,5.524825570957914,5.729926126901437,snRNA
URS00003B7C7E/Klebsiella,1.8677091789285143,3.655619779666704,5.1495226048796905,6.098568511474971,6.553380843808107,snRNA
URS0000554B78/Sinorhizobium,1.962729280091673,3.852637014849549,5.449574766799903,6.509307028874665,6.913852634087887,snRNA
URS00005B03F6/Sinorhizobium,1.9687205198232531,3.9081575773540194,5.718757521061781,6.937674793265162,7.354611199800521,snRNA
URS00005C3A48/Sinorhizobium,1.9028395927859851,3.7482894979899903,5.174444539283151,6.032775154028687,6.354995654421158,snRNA
URS00006B8B41/Lactobacillus,1.9867688251592923,3.948190040922981,5.727915692571401,6.893398625487229,7.375771465235211,snRNA
URS00006F7E97/Lactobacillus,1.976161647517483,3.9067531145982715,5.666301750611023,6.783245739828809,7.279718953361749,snRNA
URS0000708B57/Lactobacillus,1.9627540592371895,3.8555147872069244,5.59087765294355,6.810401418518607,7.354328014558662,snRNA
URS00009CEBCC/Staphylococcus,1.869592621255202,3.504654769395033,4.841928056337781,5.845053182072925,6.320891778885514,snRNA
URS00009D26A5/Staphylococcus,1.953746158046024,3.7733367897290657,5.189571059364214,5.950840434929965,6.196928094887357,snRNA
URS00009F46A9/Staphylococcus,1.891034571044351,3.767870245600884,5.572686380974052,7.190500421722467,8.369743755746626,snRNA
URS0000A21D67/Staphylococcus,1.4438561897747249,2.603759374819711,3.5342190211803413,4.095795255000932,4.297079327540665,snRNA
URS0000A299B2/Staphylococcus,1.8485481782946156,3.624861157181507,4.8731589122158265,5.672313326268704,6.0011526778888085,snRNA
URS0000A4B590/Staphylococcus,1.9676826001102126,3.8628120710275904,5.2741615899577745,6.040419932530864,6.301207923281593,snRNA
URS0000B9A3F0/Lactobacillus,1.969135553145943,3.9111952019928586,5.691563297964311,6.8262611236200925,7.30365928484933,snRNA
URS0000BBEBAE/Lactobacillus,1.978037016050492,3.9329720695328345,5.713791033095074,6.9087861236676416,7.34514975448649,snRNA
URS000081C84A/Tannerella,1.8591960376044692,3.6092968553615767,5.252820928282665,6.608727525189462,7.376992347731887,snRNA
URS0000A6093E/Staphylococcus,1.857474037606346,3.6956431649751504,5.4532803501823235,6.884938164295357,7.775976105789328,snRNA
URS00009CAE9C/Staphylococcus,1.7945520468116902,3.512343459166626,4.953593757149927,5.91407531855189,6.242532447796031,snRNA
URS0000E34827/Lactobacillus,1.979073103077221,3.934411895332116,5.729232012688503,6.920775387888156,7.300827578928138,snRNA
URS0000E0B12B/Lactobacillus,1.9633483717556257,3.8590031325485614,5.547082215814744,6.766853754700812,7.2813022037244615,snRNA
URS0000E12ED7/Lactobacillus,1.9832906114616655,3.933068780235431,5.718270755401227,6.879054415641896,7.307783514670242,snRNA
URS0000E15806/Lactobacillus,1.9804263941742635,3.9183444133083647,5.709792126451033,6.80428310164207,7.323050306972678,snRNA
URS0000E2F6A1/Lactobacillus,1.973621309328533,3.923436539600739,5.694532135002795,6.900074655877371,7.406106048536811,snRNA
URS0000E43D78/Lactobacillus,1.9857054832728205,3.9506675437614214,5.718712864076208,6.912538786551913,7.41629097933723,snRNA
URS0000E475A9/Lactobacillus,1.979633113481753,3.9404386112542067,5.686067140317636,6.868223394336691,7.38003010916495,snRNA
URS0000E524BE/Lactobacillus,1.9782659978524577,3.928652198304282,5.751818991993282,6.878927570453546,7.342959475363546,snRNA
URS000220E846/Staphylococcus,1.8900529058964204,3.7252307903772173,5.420512513657979,6.716981636002072,7.392030733485531,snRNA
URS0002210123/Staphylococcus,1.9060049310361913,3.6563680154192473,5.161692857824622,6.222985411646653,6.802289176206925,snRNA
URS000221B8E1/Staphylococcus,1.8332744502746685,3.6394582582195247,5.381277012067715,6.963883498667231,8.268925849320414,snRNA
URS000221D7C5/Staphylococcus,1.8080007204526392,3.3607702737705134,4.561836855537891,5.356887964469399,5.720049960644812,snRNA
URS000222FDDF/Staphylococcus,1.9545370386979903,3.854956603651369,5.657834304838793,7.109257853194052,7.8120868571337425,snRNA
URS00022312EB/Staphylococcus,1.8004509528413972,3.555385119739766,5.127950104047522,6.218665067344731,6.849909795571874,snRNA
URS000223592C/Staphylococcus,1.9209856572969621,3.804703548390283,5.606197606425256,7.019878115327277,7.8022139328386935,snRNA
URS0002239FF5/Staphylococcus,1.9151146624764455,3.778497924616535,5.3904171214329795,6.479119275848559,7.058496650062158,snRNA
URS000224428A/Staphylococcus,1.902424810484539,3.7286690605716024,5.404204607326425,6.599613207237383,7.316108939837457,snRNA
URS00022447E2/Staphylococcus,1.8898062237140987,3.593378869759083,5.019871564321787,5.793846777761881,6.052838257510164,snRNA
URS0002245771/Staphylococcus,1.8629959422858748,3.658243677185634,5.291596150525318,6.441958383980432,7.1376467325454795,snRNA
URS000224C7E7/Staphylococcus,1.8834585067099205,3.6855266013663472,5.303043077709467,6.376215398619024,6.91733947345567,snRNA
URS000224C8A9/Staphylococcus,1.9217957660107912,3.810164095038826,5.469562662303053,6.445487505288187,6.878099447627198,snRNA
URS00022550A2/Staphylococcus,1.9585520569980615,3.8514432569287584,5.585025854742023,6.784074685997695,7.230732172955766,snRNA
URS0002255614/Staphylococcus,1.9030270074740128,3.7320945413947677,5.289057619485292,6.217370352374095,6.665706084627482,snRNA
URS00022577C1/Staphylococcus,1.9135861905651521,3.7915520720582396,5.570671112733838,7.036114343855707,7.898824751564155,snRNA
URS00022601C1/Staphylococcus,1.975172881471976,3.918806304792324,5.774453951535751,7.203056783239365,7.853217957200807,snRNA
URS000226115C/Staphylococcus,1.89770601189185,3.7727003410493074,5.487350699942455,6.812611166205334,7.449316397201121,snRNA
URS000226BEDF/Staphylococcus,1.8903873312645512,3.6953110158484375,5.372285714964278,6.728055679139819,7.598213973158857,snRNA
URS000226E415/Staphylococcus,1.7437623675591547,3.18722529797421,4.300640742663824,5.156889086516209,5.623516641218019,snRNA
URS0002271086/Staphylococcus,1.9055105952672675,3.791517483039934,5.610096184699192,7.184664187820971,8.304716071184448,snRNA
URS00022754F4/Staphylococcus,1.8444864016950555,3.6397140659251463,5.300897942996209,6.369940068640412,6.85577331915969,snRNA
URS00009CB6AE/Staphylococcus,1.8499608134150252,3.6766015378783177,5.452418353112598,6.986909630899077,8.06763188279932,snRNA
URS00009D1548/Staphylococcus,1.8983385626472284,3.7698618761839415,5.606562620678545,7.2708954147387805,8.524024965324164,snRNA
URS00009D2324/Staphylococcus,1.9173427859062693,3.765899799012029,5.40144424022876,6.29863720694674,6.768212245827268,snRNA
URS00009D814D/Staphylococcus,1.9762398196764153,3.7919246911144593,5.262093342488416,6.06532582144606,6.402964207440775,snRNA
URS00009D8CB4/Staphylococcus,1.832832021097138,3.5620949857023834,5.006900255723946,6.025122687532053,6.495628242904201,snRNA
URS00009D8F6C/Staphylococcus,1.7608891365963983,3.4233902900308117,4.862454035100378,6.020608047540792,6.79323623210913,snRNA
URS00009DC6E4/Staphylococcus,1.8298294454449477,3.63148823862549,5.367374354300804,6.833489552552115,7.74081230670209,snRNA
URS00009DCF2B/Staphylococcus,1.8449079512529356,3.671378622063062,5.414863616199214,6.832156618288672,7.8172427942313405,snRNA
URS00009DD716/Staphylococcus,1.925033280454967,3.811399287386189,5.59318035487129,7.061371135582135,7.998753406848114,snRNA
URS00009E412C/Staphylococcus,1.869434650277633,3.7171117973175662,5.493081984307574,7.0419279718643235,8.167131427818813,snRNA
URS00009E4B3C/Staphylococcus,1.953794898882392,3.8356555656633153,5.5715254313666,6.836015813016061,7.540477968120877,snRNA
URS00009E6122/Staphylococcus,1.8769776766103916,3.712026356230904,5.3280675585977235,6.500533232371351,6.946438537004518,snRNA
URS00009E923D/Staphylococcus,1.9631532385242765,3.880791743216455,5.524248502608749,6.6726038405768335,7.125323169808248,snRNA
URS00009EB898/Staphylococcus,1.647351814444994,2.7295739585136225,3.4800836951874485,4.095795255000933,4.297079327540665,snRNA
URS00009EE729/Staphylococcus,1.8569607592492567,3.6643187753310302,5.073697280551503,5.9892899953818,6.460579942192297,snRNA
URS00009FF984/Staphylococcus,1.9736938239514243,3.9046721274825575,5.671606619371572,6.994410444072314,7.707683377205847,snRNA
URS0000A0688A/Staphylococcus,1.7102545186608527,3.366921075795313,4.851859308634085,5.946067783182244,6.67434010925745,snRNA
URS0000A0E453/Staphylococcus,1.969786476761421,3.903256792065323,5.698284330423591,7.139730841677469,8.002726915278107,snRNA
URS0000A1357E/Staphylococcus,1.954533669296072,3.8181573115213694,5.418195752623565,6.130739903998198,6.452099089240291,snRNA
URS0000A27B2A/Staphylococcus,1.9698374268477792,3.8436253807485494,5.3852922386959365,6.470953688651463,7.044439763876953,snRNA
URS0000A289D0/Staphylococcus,1.8446140096777413,3.679497367373315,5.491151005905418,7.200084268966331,8.569283607947142,snRNA
URS0000A32411/Staphylococcus,1.8150103905241626,3.62242443944268,5.395618594944441,7.062264742042743,8.471189804190521,snRNA
URS0000A39C49/Staphylococcus,1.8875480468024797,3.654050357586441,5.174825135295976,6.150132124083406,6.363373880404611,snRNA
URS0000A42995/Staphylococcus,1.8350763577988871,3.6578540243802777,5.412001150456852,6.891213666210367,7.81669921760948,snRNA
URS00022A3C05/Salmonella,1.9656268802844652,3.773241454783762,5.236205332678301,5.912657063726416,6.193512738920065,snRNA
URS0000A56AD8/Staphylococcus,1.8666608828044364,3.711591636660804,5.499523039707728,7.048674718932772,8.135272743568772,snRNA
URS0000A5831D/Staphylococcus,1.7931207017230673,3.4982326140951887,4.871706355895164,5.761026012876142,6.161126689393372,snRNA
URS0000A5BCD9/Staphylococcus,1.8799998973592782,3.6738228338092815,4.789689067292009,5.523856189774728,5.614709844115208,snRNA
URS0000A75101/Staphylococcus,1.8598982463396974,3.695312872785626,5.482826588823924,7.042682240254924,8.158683103544334,snRNA
URS0000B448C2/Lactobacillus,1.9689622421784136,3.9087410610188984,5.698367191395112,6.833102401080733,7.289901135701967,snRNA
URS0000B73172/Lactococcus,1.862940646632571,3.5733623819847704,5.021320946041827,5.8857856741129595,6.273502524266375,snRNA
URS0000B99DB1/Lactobacillus,1.9760368582144066,3.8760724887259683,5.592981112830611,6.741966643404172,7.29299553499353,snRNA
URS0000BA2157/Lactobacillus,1.9776746857950025,3.9074068289128485,5.6511156398693325,6.855660581113652,7.351765412054531,snRNA
URS0000C06488/Phaeodactylibacter,1.9393552479342318,3.744096930547732,5.102368566694142,5.696131794257843,5.865163567071079,snRNA
